atencion_id;fecha_hora;informador_id;centro_id;encuesta_id;País;En caso de ser Español, ¿cuál  es su provincia de procedencia?;Sexo;¿ En qué medio de transporte ha llegado a Madrid?;¿Cómo ha localizado los SAIT?;¿Volvería a utilizar este servicio?;¿Ha buscado información sobre la ciudad de Madrid antes de venir;En relación con las instalaciones del Servicio de Atención e Inf;En relación con el personal de atención que le ha atendido en lo;En relación con el servicio prestado, ¿cuál es su grado de satis;En relación con los medios materiales y la documentación disponi;¿Cuál es su nivel global de satisfacción con el Servicio de Aten;Observaciones;Con quién viaja (sólo una opción);Edad;Duración de la estancia en Madrid;¿Cuál es el motivo de su visita a la Ciudad de  Madrid?;¿Qué instalaciones del Servicio de Atención e Información Turíst
2125296;2021-07-18 11:12:58;98;58;174;Seleccione País;Madrid;Mujer;Otro (Indicar)##metro;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$10;10;;En pareja;45-64;Residente;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125301;2021-07-18 11:33:53;98;58;174;Seleccione País;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$9;9;;En familia;45-64;3 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125302;2021-07-18 11:35:44;167;51;174;España;Madrid;Mujer;Residente;"Los había visto anteriormente&nbsp;";Sí;No ha buscado información;Señalización informativa$$7;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$9;9;;Residente;+65;Residente;Residente;PIT del Paseo del Prado
2125303;2021-07-18 11:36:52;98;58;174;Francia;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##booking;Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$9;9;;En familia;45-64;3 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125313;2021-07-18 11:38:59;134;43;174;Italia;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$8;9;;En familia;45-64;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT del Aeropuerto T-2
2125315;2021-07-18 11:39:03;98;58;174;Seleccione País;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$9;9;;En familia;45-64;3 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125319;2021-07-18 11:45:06;98;58;174;Seleccione País;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##tripadvisor;Señalización informativa$$8;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$9;8;;Con amigos;25-44;3 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125322;2021-07-18 11:49:39;249;49;174;Bulgaria;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##google;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;Piden más publicaciones sobre la historia de Madrid y museos históricos;En pareja;25-44;Excursionista;Tránsito;PIT del Aeropuerto T-4
2125325;2021-07-18 11:52:18;98;58;174;España;Madrid;Hombre;Residente;"Los había visto anteriormente&nbsp;";Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En familia;45-64;Residente;Residente;PIT de Callao
2125331;2021-07-18 11:57:03;98;58;174;Seleccione País;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$8;Utilidad de la información facilitada$$7;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$8;9;;Sólo;25-44;3 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125350;2021-07-18 12:11:57;134;43;174;Grecia;NULL;Hombre;Avión;"Los había visto anteriormente&nbsp;";Sí;No ha buscado información;Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$8;10;;En pareja;45-64;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT del Aeropuerto T-2
2125357;2021-07-18 12:02:48;98;58;174;Seleccione País;Barcelona;Mujer;Tren;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En familia;45-64;3 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125358;2021-07-18 12:14:55;249;49;174;España;Madrid;Mujer;Avión;"Los había visto anteriormente&nbsp;";Sí;Otros (Indicar)##residente;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;Felicita la atención recibida cada vez que pide la EsMadrid en un punto;Residente;45-64;Residente;Residente;PIT del Aeropuerto T-4
2125359;2021-07-18 12:13:13;132;44;174;Seleccione País;Barcelona;Hombre;Tren;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Blogs, instagram;Señalización informativa$$7;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$9;9;Como sugerencia tener folletos en Catalán.;En pareja;15-24;3 noches;Ocio, recreo y vacaciones;PIT de Callao
2125361;2021-07-18 12:20:03;134;43;174;España;Islas Baleares;Mujer;Avión;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$8;9;;En pareja;25-44;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT del Aeropuerto T-2
2125364;2021-07-18 12:16:42;98;58;174;Seleccione País;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$8;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$9;9;;En familia;45-64;3 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125374;2021-07-18 12:32:14;98;58;174;Seleccione País;Barcelona;Mujer;Tren;"Los había visto anteriormente&nbsp;";Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$8;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$9;10;;En familia;45-64;2 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125376;2021-07-18 12:32:35;134;43;174;España;Madrid;Mujer;Residente;"Los había visto anteriormente&nbsp;";Sí;No ha buscado información;Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$NS/NC;9;;Sólo;25-44;Residente;Residente;PIT del Aeropuerto T-2
2125386;2021-07-18 12:40:58;98;58;174;Seleccione País;Madrid;Hombre;Residente;"Los había visto anteriormente&nbsp;";Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;Sólo;+65;Residente;Residente;Unidad móvil
2125388;2021-07-18 12:41:50;132;44;174;Seleccione País;Madrid;Mujer;Residente;"Los había visto anteriormente&nbsp;";Sí;No ha buscado información;Señalización informativa$$7;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$9;9;Las señales deberían estar en amarillo para reconocerlas más rápido. Falta un folleto que englobe todos los que tenéis por separado;Sólo;45-64;Residente;Residente;PIT del Paseo del Prado
2125389;2021-07-18 12:44:53;98;58;174;Seleccione País;Madrid;Mujer;Residente;"Los había visto anteriormente&nbsp;";Sí;No ha buscado información;Señalización informativa$$9;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$9;9;;En pareja;45-64;Residente;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125394;2021-07-18 12:44:30;98;58;174;Seleccione País;NULL;Hombre;Coche particular;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Madridturismo;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En familia;25-44;De 4 a 7 noches;Ocio, recreo y vacaciones;Unidad móvil
2125400;2021-07-18 12:49:44;98;58;174;España;Alicante;Mujer;Coche particular;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;Con amigos;25-44;De 4 a 7 noches;Ocio, recreo y vacaciones;Unidad móvil
2125402;2021-07-18 12:54:43;98;58;174;España;NULL;Mujer;Residente;"Los había visto anteriormente&nbsp;";Sí;Otros (Indicar)##Televisión ;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;Sólo;+65;Residente;Residente;Unidad móvil
2125405;2021-07-18 13:00:36;98;58;174;España;Toledo;Mujer;Autobús;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Corteingles;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;Sólo;45-64;2 noches;Ver un espectáculo en particular (Indicar cuál)##40pc/palacioreal/madridliterario;Unidad móvil
2125414;2021-07-18 13:03:10;98;58;174;España;Madrid;Hombre;Residente;"Los había visto anteriormente&nbsp;";Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;Sólo;45-64;Residente;Residente;PIT de Callao
2125417;2021-07-18 13:14:22;98;58;174;España;Murcia;Mujer;Coche particular;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Freetour;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;Necesitan información adicional de lugares/eventos que son puntuales;En familia;25-44;3 noches;Ocio, recreo y vacaciones;Unidad móvil
2125419;2021-07-18 13:18:47;249;49;174;España;Islas Baleares;Mujer;Avión;Tenía información previa de su ubicación##Ha venido más veces a Madrid;Sí;Otros (Indicar)##familia;Señalización informativa$$8;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$9;9;;En familia;25-44;Excursionista;Tránsito;PIT del Aeropuerto T-4
2125429;2021-07-18 13:18:56;98;58;174;México;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##TripAdvisor ;Señalización informativa$$7;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;9;Solo ha visto la ventanilla que tiene rampa. Las otras parecen no estar, o estar cerradas;En familia;25-44;De 1 a 2 semanas;Ocio, recreo y vacaciones;Unidad móvil
2125431;2021-07-18 13:25:00;249;49;174;España;Las Palmas;Mujer;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En familia;25-44;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT del Aeropuerto T-4
2125450;2021-07-18 13:35:58;132;44;174;Estados Unidos;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$9;10;Mucho espacio desaprovechado, podría ser una oficina espectacular. Los folletos son increíbles. ;En pareja;25-44;De 1 a 2 semanas;Ocio, recreo y vacaciones;PIT de Atocha
2125457;2021-07-18 13:45:48;134;43;174;España;Alicante;Mujer;Avión;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$9;10;;Con amigos;25-44;2 noches;Ocio, recreo y vacaciones;PIT del Aeropuerto T-2
2125463;2021-07-18 13:51:03;249;49;174;Suiza;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;Sólo;45-64;Excursionista;Tránsito;PIT del Aeropuerto T-4
2125469;2021-07-18 13:52:05;132;44;174;Francia;NULL;Mujer;Coche particular;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##blogs, esmadrid;Señalización informativa$$5;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$8;9;Hay calles que no aparecen en el mapa.;En pareja;25-44;2 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125531;2021-07-18 15:09:00;225;44;174;Serbia;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$10;8;;Sólo;25-44;2 noches;Otros (Indicar cuál)##trabajo;PIT de Atocha
2125534;2021-07-18 15:08:06;98;58;174;España;Madrid;Hombre;Residente;"Los había visto anteriormente&nbsp;";Sí;Internet/web (Indicar páginas)##Museomadrid.com;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;Diseño y colores perfectos. Localización perfecta. ;;;;;
"El banco de fuera esta sucio""";Residente;45-64;Residente;Residente;Centro de Turismo de la Plaza Mayor;;;;;;;;;;;;;;;;;
2125543;2021-07-18 15:30:52;98;58;174;Seleccione País;Las Palmas;Hombre;Avión;"Los había visto anteriormente&nbsp;";Sí;Internet/web (Indicar páginas)##google;Señalización informativa$$10;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$9;8;;Grupo Organizado;45-64;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2125547;2021-07-18 15:35:18;98;58;174;Reino Unido;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$7;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$8;9;;Sólo;25-44;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2125549;2021-07-18 15:38:05;98;58;174;Francia;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$9;10;;Con amigos;25-44;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2125558;2021-07-18 15:21:51;98;58;174;España;Madrid;Hombre;Residente;"Los había visto anteriormente&nbsp;";Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En pareja;25-44;Residente;Residente;Centro de Turismo de la Plaza Mayor
2125563;2021-07-18 15:46:18;98;58;174;Seleccione País;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Booking;Señalización informativa$$8;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;Los códigos qr deberían ser mas grandes para mejor lectura;En familia;25-44;De 1 a 2 semanas;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125565;2021-07-18 15:53:16;225;44;174;Estados Unidos;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##google maps;Señalización informativa$$8;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$10;9;;Sólo;25-44;De 4 a 7 noches;Ocio, recreo y vacaciones;PIT de CentroCentro
2125568;2021-07-18 15:43:48;98;58;174;Seleccione País;Madrid;Mujer;Residente;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$8;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$7;Plano de la ciudad$$9;9;;Residente;25-44;Residente;Residente;PIT de Atocha
2125572;2021-07-18 15:51:58;98;58;174;España;Barcelona;Mujer;Coche particular;"Los había visto anteriormente&nbsp;";Sí;Internet/web (Indicar páginas)##B&b;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En familia;25-44;3 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125576;2021-07-18 16:10:02;98;58;174;Seleccione País;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Madrid;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;Con amigos;25-44;De 4 a 7 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125580;2021-07-18 16:14:17;98;58;174;Seleccione País;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Instagram;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;Muy bien el trato y la dedicacion;En pareja;25-44;De 1 a 2 semanas;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125581;2021-07-18 16:16:16;232;43;174;Argentina;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$NS/NC;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$9;10;;En familia;25-44;3 noches;Ocio, recreo y vacaciones;PIT del Aeropuerto T-2
2125583;2021-07-18 16:20:35;313;49;174;España;Madrid;Hombre;Avión;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;Residente;45-64;Residente;Residente;PIT del Aeropuerto T-4
2125587;2021-07-18 16:05:23;98;58;174;Italia;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$7;Plano de la ciudad$$8;9;;Con amigos;25-44;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2125589;2021-07-18 16:30:40;98;58;174;Colombia;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$8;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$9;9;;En familia;45-64;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2125590;2021-07-18 16:16:58;98;58;174;Seleccione País;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;Otros (Indicar)##Unos amigos indicaron todo;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;Felicitaciones a las chicas de atención al público ;En pareja;45-64;De 1 a 2 semanas;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125592;2021-07-18 16:33:44;98;58;174;Seleccione País;Santa Cruz de Tenerife;Hombre;Avión;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$8;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$10;9;;Con amigos;25-44;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2125595;2021-07-18 16:40:32;312;51;174;España;Sevilla;Mujer;Coche particular;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En familia;25-44;3 noches;Ocio, recreo y vacaciones;PIT de Estadio Santiago Bernabéu
2125596;2021-07-18 16:39:04;98;58;174;Reino Unido;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$10;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$8;8;;Con amigos;25-44;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2125597;2021-07-18 16:34:30;98;58;174;España;Córdoba;Mujer;Tren;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En pareja;25-44;De 4 a 7 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125598;2021-07-18 16:36:30;225;44;174;Francia;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##madrid.es;Señalización informativa$$6;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$3;7;;Sólo;25-44;3 noches;Ocio, recreo y vacaciones;PIT de CentroCentro
2125600;2021-07-18 16:42:37;98;58;174;Perú;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$9;9;;En familia;45-64;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2125603;2021-07-18 16:45:06;98;58;174;Seleccione País;Madrid;Hombre;Residente;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$7;Utilidad de la información facilitada$$8;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$8;10;;Residente;+65;Residente;Residente;PIT de Atocha
2125608;2021-07-18 16:43:43;98;58;174;Seleccione País;Madrid;Mujer;Residente;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Booking;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En pareja;25-44;Residente;Residente;Centro de Turismo de la Plaza Mayor
2125613;2021-07-18 16:52:17;98;58;174;Seleccione País;Madrid;Mujer;Residente;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$8;8;;En familia;45-64;Residente;Ocio, recreo y vacaciones;PIT de Atocha
2125614;2021-07-18 16:57:31;313;49;174;México;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;Con amigos;15-24;2 noches;Ocio, recreo y vacaciones;PIT del Aeropuerto T-4
2125617;2021-07-18 16:51:17;98;58;174;Seleccione País;NULL;Mujer;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##Turismomadrid;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;Sólo;25-44;2 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125618;2021-07-18 17:01:05;312;51;174;España;Salamanca;Hombre;Autobús;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En familia;45-64;2 noches;Ocio, recreo y vacaciones;PIT de Estadio Santiago Bernabéu
2125619;2021-07-18 16:57:57;98;58;174;Seleccione País;Salamanca;Hombre;Coche particular;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$8;8;;Con amigos;25-44;2 noches;Ocio, recreo y vacaciones;PIT de Atocha
2125624;2021-07-18 17:06:35;98;58;174;Portugal;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$8;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$9;9;;En pareja;45-64;2 noches;Ocio, recreo y vacaciones;PIT de Atocha
2125627;2021-07-18 17:09:11;98;58;174;Seleccione País;Madrid;Mujer;Autobús;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$9;Plano de la ciudad$$9;8;;Residente;45-64;Residente;Familia;PIT de Atocha
2125628;2021-07-18 17:01:34;313;49;174;España;Santa Cruz de Tenerife;Mujer;Avión;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En pareja;45-64;2 noches;Ocio, recreo y vacaciones;PIT del Aeropuerto T-4
2125630;2021-07-18 17:16:18;98;58;174;Francia;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$9;Tiempo de espera para ser atendido$$8;Plano de la ciudad$$9;9;;Con amigos;25-44;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2125631;2021-07-18 17:01:50;98;58;174;El Salvador;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;No ha buscado información;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;Con amigos;25-44;1 noche;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125633;2021-07-18 17:21:37;98;58;174;Seleccione País;León;Hombre;Coche particular;"Los había visto anteriormente&nbsp;";Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$7;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;En familia;25-44;3 noches;Ocio, recreo y vacaciones;PIT de Atocha
2125642;2021-07-18 17:25:28;98;58;174;Seleccione País;NULL;Hombre;Avión;Los ha encontrado en su recorrido;Sí;Internet/web (Indicar páginas)##B&b;Señalización informativa$$10;Utilidad de la información facilitada$$10;Tiempo de espera para ser atendido$$10;Plano de la ciudad$$10;10;;Con amigos;25-44;2 noches;Ocio, recreo y vacaciones;Centro de Turismo de la Plaza Mayor
2125643;2021-07-18 17:25:19;98;58;174;Seleccione País;Málaga;Mujer;Autobús;Los ha encontrado en su recorrido;Sí;"Guías turísticas publicadas sobre la ciudad&nbsp;";Señalización informativa$$9;Utilidad de la información facilitada$$6;Tiempo de espera para ser atendido$$7;Plano de la ciudad$$7;9;;En pareja;45-64;2 noches;Ocio, recreo y vacaciones;PIT de Atocha
